patch_name,scene_id,left,top,right,bottom,roi_left,roi_top,roi_right,roi_bottom
SAMPLE_098_x769_y384,SAMPLE_098,769,384,1025,640,385,0,1559,1112
SAMPLE_098_x961_y384,SAMPLE_098,961,384,1217,640,385,0,1559,1112
SAMPLE_098_x1153_y384,SAMPLE_098,1153,384,1409,640,385,0,1559,1112
SAMPLE_098_x1303_y384,SAMPLE_098,1303,384,1559,640,385,0,1559,1112
SAMPLE_098_x385_y576,SAMPLE_098,385,576,641,832,385,0,1559,1112
SAMPLE_098_x577_y576,SAMPLE_098,577,576,833,832,385,0,1559,1112
SAMPLE_098_x769_y576,SAMPLE_098,769,576,1025,832,385,0,1559,1112
SAMPLE_098_x961_y576,SAMPLE_098,961,576,1217,832,385,0,1559,1112
SAMPLE_098_x1153_y576,SAMPLE_098,1153,576,1409,832,385,0,1559,1112
SAMPLE_098_x1303_y576,SAMPLE_098,1303,576,1559,832,385,0,1559,1112
SAMPLE_098_x385_y768,SAMPLE_098,385,768,641,1024,385,0,1559,1112
SAMPLE_098_x577_y768,SAMPLE_098,577,768,833,1024,385,0,1559,1112
SAMPLE_098_x769_y768,SAMPLE_098,769,768,1025,1024,385,0,1559,1112
SAMPLE_098_x961_y768,SAMPLE_098,961,768,1217,1024,385,0,1559,1112
SAMPLE_098_x1153_y768,SAMPLE_098,1153,768,1409,1024,385,0,1559,1112
SAMPLE_098_x1303_y768,SAMPLE_098,1303,768,1559,1024,385,0,1559,1112
SAMPLE_098_x385_y856,SAMPLE_098,385,856,641,1112,385,0,1559,1112
SAMPLE_098_x577_y856,SAMPLE_098,577,856,833,1112,385,0,1559,1112
SAMPLE_098_x769_y856,SAMPLE_098,769,856,1025,1112,385,0,1559,1112
SAMPLE_098_x961_y856,SAMPLE_098,961,856,1217,1112,385,0,1559,1112
SAMPLE_098_x1153_y856,SAMPLE_098,1153,856,1409,1112,385,0,1559,1112
SAMPLE_098_x1303_y856,SAMPLE_098,1303,856,1559,1112,385,0,1559,1112
SAMPLE_099_x400_y9,SAMPLE_099,400,9,656,265,400,9,1536,1135
SAMPLE_099_x592_y9,SAMPLE_099,592,9,848,265,400,9,1536,1135
SAMPLE_099_x784_y9,SAMPLE_099,784,9,1040,265,400,9,1536,1135
SAMPLE_099_x976_y9,SAMPLE_099,976,9,1232,265,400,9,1536,1135
SAMPLE_099_x1168_y9,SAMPLE_099,1168,9,1424,265,400,9,1536,1135
SAMPLE_099_x1280_y9,SAMPLE_099,1280,9,1536,265,400,9,1536,1135
SAMPLE_099_x400_y201,SAMPLE_099,400,201,656,457,400,9,1536,1135
SAMPLE_099_x592_y201,SAMPLE_099,592,201,848,457,400,9,1536,1135
SAMPLE_099_x784_y201,SAMPLE_099,784,201,1040,457,400,9,1536,1135
SAMPLE_099_x976_y201,SAMPLE_099,976,201,1232,457,400,9,1536,1135
SAMPLE_099_x1168_y201,SAMPLE_099,1168,201,1424,457,400,9,1536,1135
SAMPLE_099_x1280_y201,SAMPLE_099,1280,201,1536,457,400,9,1536,1135
SAMPLE_099_x400_y393,SAMPLE_099,400,393,656,649,400,9,1536,1135
SAMPLE_099_x592_y393,SAMPLE_099,592,393,848,649,400,9,1536,1135
SAMPLE_099_x784_y393,SAMPLE_099,784,393,1040,649,400,9,1536,1135
SAMPLE_099_x976_y393,SAMPLE_099,976,393,1232,649,400,9,1536,1135
SAMPLE_099_x1168_y393,SAMPLE_099,1168,393,1424,649,400,9,1536,1135
SAMPLE_099_x1280_y393,SAMPLE_099,1280,393,1536,649,400,9,1536,1135
SAMPLE_099_x400_y585,SAMPLE_099,400,585,656,841,400,9,1536,1135
SAMPLE_099_x592_y585,SAMPLE_099,592,585,848,841,400,9,1536,1135
SAMPLE_099_x784_y585,SAMPLE_099,784,585,1040,841,400,9,1536,1135
SAMPLE_099_x976_y585,SAMPLE_099,976,585,1232,841,400,9,1536,1135
SAMPLE_099_x1168_y585,SAMPLE_099,1168,585,1424,841,400,9,1536,1135
SAMPLE_099_x1280_y585,SAMPLE_099,1280,585,1536,841,400,9,1536,1135
SAMPLE_099_x400_y777,SAMPLE_099,400,777,656,1033,400,9,1536,1135
SAMPLE_099_x592_y777,SAMPLE_099,592,777,848,1033,400,9,1536,1135
SAMPLE_099_x784_y777,SAMPLE_099,784,777,1040,1033,400,9,1536,1135
SAMPLE_099_x976_y777,SAMPLE_099,976,777,1232,1033,400,9,1536,1135
SAMPLE_099_x1168_y777,SAMPLE_099,1168,777,1424,1033,400,9,1536,1135
SAMPLE_099_x1280_y777,SAMPLE_099,1280,777,1536,1033,400,9,1536,1135
SAMPLE_099_x400_y879,SAMPLE_099,400,879,656,1135,400,9,1536,1135
SAMPLE_099_x592_y879,SAMPLE_099,592,879,848,1135,400,9,1536,1135
SAMPLE_099_x784_y879,SAMPLE_099,784,879,1040,1135,400,9,1536,1135
SAMPLE_099_x976_y879,SAMPLE_099,976,879,1232,1135,400,9,1536,1135
SAMPLE_099_x1168_y879,SAMPLE_099,1168,879,1424,1135,400,9,1536,1135
SAMPLE_099_x1280_y879,SAMPLE_099,1280,879,1536,1135,400,9,1536,1135
SAMPLE_100_x399_y15,SAMPLE_100,399,15,655,271,399,15,1552,1143
SAMPLE_100_x591_y15,SAMPLE_100,591,15,847,271,399,15,1552,1143
SAMPLE_100_x783_y15,SAMPLE_100,783,15,1039,271,399,15,1552,1143
SAMPLE_100_x975_y15,SAMPLE_100,975,15,1231,271,399,15,1552,1143
SAMPLE_100_x1167_y15,SAMPLE_100,1167,15,1423,271,399,15,1552,1143
SAMPLE_100_x1296_y15,SAMPLE_100,1296,15,1552,271,399,15,1552,1143
SAMPLE_100_x399_y207,SAMPLE_100,399,207,655,463,399,15,1552,1143
SAMPLE_100_x591_y207,SAMPLE_100,591,207,847,463,399,15,1552,1143
SAMPLE_100_x783_y207,SAMPLE_100,783,207,1039,463,399,15,1552,1143
SAMPLE_100_x975_y207,SAMPLE_100,975,207,1231,463,399,15,1552,1143
SAMPLE_100_x1167_y207,SAMPLE_100,1167,207,1423,463,399,15,1552,1143
SAMPLE_100_x1296_y207,SAMPLE_100,1296,207,1552,463,399,15,1552,1143
SAMPLE_100_x399_y399,SAMPLE_100,399,399,655,655,399,15,1552,1143
SAMPLE_100_x591_y399,SAMPLE_100,591,399,847,655,399,15,1552,1143
SAMPLE_100_x783_y399,SAMPLE_100,783,399,1039,655,399,15,1552,1143
SAMPLE_100_x975_y399,SAMPLE_100,975,399,1231,655,399,15,1552,1143
SAMPLE_100_x1167_y399,SAMPLE_100,1167,399,1423,655,399,15,1552,1143
SAMPLE_100_x1296_y399,SAMPLE_100,1296,399,1552,655,399,15,1552,1143
SAMPLE_100_x399_y591,SAMPLE_100,399,591,655,847,399,15,1552,1143
SAMPLE_100_x591_y591,SAMPLE_100,591,591,847,847,399,15,1552,1143
SAMPLE_100_x783_y591,SAMPLE_100,783,591,1039,847,399,15,1552,1143
SAMPLE_100_x975_y591,SAMPLE_100,975,591,1231,847,399,15,1552,1143
SAMPLE_100_x1167_y591,SAMPLE_100,1167,591,1423,847,399,15,1552,1143
SAMPLE_100_x1296_y591,SAMPLE_100,1296,591,1552,847,399,15,1552,1143
SAMPLE_100_x399_y783,SAMPLE_100,399,783,655,1039,399,15,1552,1143
SAMPLE_100_x591_y783,SAMPLE_100,591,783,847,1039,399,15,1552,1143
SAMPLE_100_x783_y783,SAMPLE_100,783,783,1039,1039,399,15,1552,1143
SAMPLE_100_x975_y783,SAMPLE_100,975,783,1231,1039,399,15,1552,1143
SAMPLE_100_x1167_y783,SAMPLE_100,1167,783,1423,1039,399,15,1552,1143
SAMPLE_100_x1296_y783,SAMPLE_100,1296,783,1552,1039,399,15,1552,1143
SAMPLE_100_x399_y887,SAMPLE_100,399,887,655,1143,399,15,1552,1143
SAMPLE_100_x591_y887,SAMPLE_100,591,887,847,1143,399,15,1552,1143
SAMPLE_100_x783_y887,SAMPLE_100,783,887,1039,1143,399,15,1552,1143
SAMPLE_100_x975_y887,SAMPLE_100,975,887,1231,1143,399,15,1552,1143
SAMPLE_100_x1167_y887,SAMPLE_100,1167,887,1423,1143,399,15,1552,1143
SAMPLE_100_x1296_y887,SAMPLE_100,1296,887,1552,1143,399,15,1552,1143
SAMPLE_101_x399_y8,SAMPLE_101,399,8,655,264,399,8,1536,1145
SAMPLE_101_x591_y8,SAMPLE_101,591,8,847,264,399,8,1536,1145
SAMPLE_101_x783_y8,SAMPLE_101,783,8,1039,264,399,8,1536,1145
SAMPLE_101_x975_y8,SAMPLE_101,975,8,1231,264,399,8,1536,1145
SAMPLE_101_x1167_y8,SAMPLE_101,1167,8,1423,264,399,8,1536,1145
SAMPLE_101_x1280_y8,SAMPLE_101,1280,8,1536,264,399,8,1536,1145
SAMPLE_101_x399_y200,SAMPLE_101,399,200,655,456,399,8,1536,1145
SAMPLE_101_x591_y200,SAMPLE_101,591,200,847,456,399,8,1536,1145
SAMPLE_101_x783_y200,SAMPLE_101,783,200,1039,456,399,8,1536,1145
SAMPLE_101_x975_y200,SAMPLE_101,975,200,1231,456,399,8,1536,1145
SAMPLE_101_x1167_y200,SAMPLE_101,1167,200,1423,456,399,8,1536,1145
SAMPLE_101_x1280_y200,SAMPLE_101,1280,200,1536,456,399,8,1536,1145
SAMPLE_101_x399_y392,SAMPLE_101,399,392,655,648,399,8,1536,1145
SAMPLE_101_x591_y392,SAMPLE_101,591,392,847,648,399,8,1536,1145
SAMPLE_101_x783_y392,SAMPLE_101,783,392,1039,648,399,8,1536,1145
SAMPLE_101_x975_y392,SAMPLE_101,975,392,1231,648,399,8,1536,1145
SAMPLE_101_x1167_y392,SAMPLE_101,1167,392,1423,648,399,8,1536,1145
SAMPLE_101_x1280_y392,SAMPLE_101,1280,392,1536,648,399,8,1536,1145
SAMPLE_101_x399_y584,SAMPLE_101,399,584,655,840,399,8,1536,1145
SAMPLE_101_x591_y584,SAMPLE_101,591,584,847,840,399,8,1536,1145
SAMPLE_101_x783_y584,SAMPLE_101,783,584,1039,840,399,8,1536,1145
SAMPLE_101_x975_y584,SAMPLE_101,975,584,1231,840,399,8,1536,1145
SAMPLE_101_x1167_y584,SAMPLE_101,1167,584,1423,840,399,8,1536,1145
SAMPLE_101_x1280_y584,SAMPLE_101,1280,584,1536,840,399,8,1536,1145
SAMPLE_101_x399_y776,SAMPLE_101,399,776,655,1032,399,8,1536,1145
SAMPLE_101_x591_y776,SAMPLE_101,591,776,847,1032,399,8,1536,1145
SAMPLE_101_x783_y776,SAMPLE_101,783,776,1039,1032,399,8,1536,1145
SAMPLE_101_x975_y776,SAMPLE_101,975,776,1231,1032,399,8,1536,1145
SAMPLE_101_x1167_y776,SAMPLE_101,1167,776,1423,1032,399,8,1536,1145
SAMPLE_101_x1280_y776,SAMPLE_101,1280,776,1536,1032,399,8,1536,1145
SAMPLE_101_x399_y889,SAMPLE_101,399,889,655,1145,399,8,1536,1145
SAMPLE_101_x591_y889,SAMPLE_101,591,889,847,1145,399,8,1536,1145
SAMPLE_101_x783_y889,SAMPLE_101,783,889,1039,1145,399,8,1536,1145
SAMPLE_101_x975_y889,SAMPLE_101,975,889,1231,1145,399,8,1536,1145
SAMPLE_101_x1167_y889,SAMPLE_101,1167,889,1423,1145,399,8,1536,1145
SAMPLE_101_x1280_y889,SAMPLE_101,1280,889,1536,1145,399,8,1536,1145
SAMPLE_102_x400_y16,SAMPLE_102,400,16,656,272,400,16,1549,1139
SAMPLE_102_x592_y16,SAMPLE_102,592,16,848,272,400,16,1549,1139
SAMPLE_102_x784_y16,SAMPLE_102,784,16,1040,272,400,16,1549,1139
SAMPLE_102_x976_y16,SAMPLE_102,976,16,1232,272,400,16,1549,1139
SAMPLE_102_x1168_y16,SAMPLE_102,1168,16,1424,272,400,16,1549,1139
SAMPLE_102_x1293_y16,SAMPLE_102,1293,16,1549,272,400,16,1549,1139
SAMPLE_102_x400_y208,SAMPLE_102,400,208,656,464,400,16,1549,1139
SAMPLE_102_x592_y208,SAMPLE_102,592,208,848,464,400,16,1549,1139
SAMPLE_102_x784_y208,SAMPLE_102,784,208,1040,464,400,16,1549,1139
SAMPLE_102_x976_y208,SAMPLE_102,976,208,1232,464,400,16,1549,1139
SAMPLE_102_x1168_y208,SAMPLE_102,1168,208,1424,464,400,16,1549,1139
SAMPLE_102_x1293_y208,SAMPLE_102,1293,208,1549,464,400,16,1549,1139
SAMPLE_102_x400_y400,SAMPLE_102,400,400,656,656,400,16,1549,1139
SAMPLE_102_x592_y400,SAMPLE_102,592,400,848,656,400,16,1549,1139
SAMPLE_102_x784_y400,SAMPLE_102,784,400,1040,656,400,16,1549,1139
SAMPLE_102_x976_y400,SAMPLE_102,976,400,1232,656,400,16,1549,1139
SAMPLE_102_x1168_y400,SAMPLE_102,1168,400,1424,656,400,16,1549,1139
SAMPLE_102_x1293_y400,SAMPLE_102,1293,400,1549,656,400,16,1549,1139
SAMPLE_102_x400_y592,SAMPLE_102,400,592,656,848,400,16,1549,1139
SAMPLE_102_x592_y592,SAMPLE_102,592,592,848,848,400,16,1549,1139
SAMPLE_102_x784_y592,SAMPLE_102,784,592,1040,848,400,16,1549,1139
SAMPLE_102_x976_y592,SAMPLE_102,976,592,1232,848,400,16,1549,1139
SAMPLE_102_x1168_y592,SAMPLE_102,1168,592,1424,848,400,16,1549,1139
SAMPLE_102_x1293_y592,SAMPLE_102,1293,592,1549,848,400,16,1549,1139
SAMPLE_102_x400_y784,SAMPLE_102,400,784,656,1040,400,16,1549,1139
SAMPLE_102_x592_y784,SAMPLE_102,592,784,848,1040,400,16,1549,1139
SAMPLE_102_x784_y784,SAMPLE_102,784,784,1040,1040,400,16,1549,1139
SAMPLE_102_x976_y784,SAMPLE_102,976,784,1232,1040,400,16,1549,1139
SAMPLE_102_x1168_y784,SAMPLE_102,1168,784,1424,1040,400,16,1549,1139
SAMPLE_102_x1293_y784,SAMPLE_102,1293,784,1549,1040,400,16,1549,1139
SAMPLE_102_x400_y883,SAMPLE_102,400,883,656,1139,400,16,1549,1139
SAMPLE_102_x592_y883,SAMPLE_102,592,883,848,1139,400,16,1549,1139
SAMPLE_102_x784_y883,SAMPLE_102,784,883,1040,1139,400,16,1549,1139
SAMPLE_102_x976_y883,SAMPLE_102,976,883,1232,1139,400,16,1549,1139
SAMPLE_102_x1168_y883,SAMPLE_102,1168,883,1424,1139,400,16,1549,1139
SAMPLE_102_x1293_y883,SAMPLE_102,1293,883,1549,1139,400,16,1549,1139
SAMPLE_103_x393_y17,SAMPLE_103,393,17,649,273,393,17,1536,1137
SAMPLE_103_x585_y17,SAMPLE_103,585,17,841,273,393,17,1536,1137
SAMPLE_103_x777_y17,SAMPLE_103,777,17,1033,273,393,17,1536,1137
SAMPLE_103_x969_y17,SAMPLE_103,969,17,1225,273,393,17,1536,1137
SAMPLE_103_x1161_y17,SAMPLE_103,1161,17,1417,273,393,17,1536,1137
SAMPLE_103_x1280_y17,SAMPLE_103,1280,17,1536,273,393,17,1536,1137
SAMPLE_103_x393_y209,SAMPLE_103,393,209,649,465,393,17,1536,1137
SAMPLE_103_x585_y209,SAMPLE_103,585,209,841,465,393,17,1536,1137
SAMPLE_103_x777_y209,SAMPLE_103,777,209,1033,465,393,17,1536,1137
SAMPLE_103_x969_y209,SAMPLE_103,969,209,1225,465,393,17,1536,1137
SAMPLE_103_x1161_y209,SAMPLE_103,1161,209,1417,465,393,17,1536,1137
SAMPLE_103_x1280_y209,SAMPLE_103,1280,209,1536,465,393,17,1536,1137
SAMPLE_103_x393_y401,SAMPLE_103,393,401,649,657,393,17,1536,1137
SAMPLE_103_x585_y401,SAMPLE_103,585,401,841,657,393,17,1536,1137
SAMPLE_103_x777_y401,SAMPLE_103,777,401,1033,657,393,17,1536,1137
SAMPLE_103_x969_y401,SAMPLE_103,969,401,1225,657,393,17,1536,1137
SAMPLE_103_x1161_y401,SAMPLE_103,1161,401,1417,657,393,17,1536,1137
SAMPLE_103_x1280_y401,SAMPLE_103,1280,401,1536,657,393,17,1536,1137
SAMPLE_103_x393_y593,SAMPLE_103,393,593,649,849,393,17,1536,1137
SAMPLE_103_x585_y593,SAMPLE_103,585,593,841,849,393,17,1536,1137
SAMPLE_103_x777_y593,SAMPLE_103,777,593,1033,849,393,17,1536,1137
SAMPLE_103_x969_y593,SAMPLE_103,969,593,1225,849,393,17,1536,1137
SAMPLE_103_x1161_y593,SAMPLE_103,1161,593,1417,849,393,17,1536,1137
SAMPLE_103_x1280_y593,SAMPLE_103,1280,593,1536,849,393,17,1536,1137
SAMPLE_103_x393_y785,SAMPLE_103,393,785,649,1041,393,17,1536,1137
SAMPLE_103_x585_y785,SAMPLE_103,585,785,841,1041,393,17,1536,1137
SAMPLE_103_x777_y785,SAMPLE_103,777,785,1033,1041,393,17,1536,1137
SAMPLE_103_x969_y785,SAMPLE_103,969,785,1225,1041,393,17,1536,1137
SAMPLE_103_x1161_y785,SAMPLE_103,1161,785,1417,1041,393,17,1536,1137
SAMPLE_103_x1280_y785,SAMPLE_103,1280,785,1536,1041,393,17,1536,1137
SAMPLE_103_x393_y881,SAMPLE_103,393,881,649,1137,393,17,1536,1137
SAMPLE_103_x585_y881,SAMPLE_103,585,881,841,1137,393,17,1536,1137
SAMPLE_103_x777_y881,SAMPLE_103,777,881,1033,1137,393,17,1536,1137
SAMPLE_103_x969_y881,SAMPLE_103,969,881,1225,1137,393,17,1536,1137
SAMPLE_103_x1161_y881,SAMPLE_103,1161,881,1417,1137,393,17,1536,1137
SAMPLE_103_x1280_y881,SAMPLE_103,1280,881,1536,1137,393,17,1536,1137
SAMPLE_104_x395_y18,SAMPLE_104,395,18,651,274,395,18,1535,1140
SAMPLE_104_x587_y18,SAMPLE_104,587,18,843,274,395,18,1535,1140
SAMPLE_104_x779_y18,SAMPLE_104,779,18,1035,274,395,18,1535,1140
SAMPLE_104_x971_y18,SAMPLE_104,971,18,1227,274,395,18,1535,1140
SAMPLE_104_x1163_y18,SAMPLE_104,1163,18,1419,274,395,18,1535,1140
SAMPLE_104_x1279_y18,SAMPLE_104,1279,18,1535,274,395,18,1535,1140
SAMPLE_104_x395_y210,SAMPLE_104,395,210,651,466,395,18,1535,1140
SAMPLE_104_x587_y210,SAMPLE_104,587,210,843,466,395,18,1535,1140
SAMPLE_104_x779_y210,SAMPLE_104,779,210,1035,466,395,18,1535,1140
SAMPLE_104_x971_y210,SAMPLE_104,971,210,1227,466,395,18,1535,1140
SAMPLE_104_x1163_y210,SAMPLE_104,1163,210,1419,466,395,18,1535,1140
SAMPLE_104_x1279_y210,SAMPLE_104,1279,210,1535,466,395,18,1535,1140
SAMPLE_104_x395_y402,SAMPLE_104,395,402,651,658,395,18,1535,1140
SAMPLE_104_x587_y402,SAMPLE_104,587,402,843,658,395,18,1535,1140
SAMPLE_104_x779_y402,SAMPLE_104,779,402,1035,658,395,18,1535,1140
SAMPLE_104_x971_y402,SAMPLE_104,971,402,1227,658,395,18,1535,1140
SAMPLE_104_x1163_y402,SAMPLE_104,1163,402,1419,658,395,18,1535,1140
SAMPLE_104_x1279_y402,SAMPLE_104,1279,402,1535,658,395,18,1535,1140
SAMPLE_104_x395_y594,SAMPLE_104,395,594,651,850,395,18,1535,1140
SAMPLE_104_x587_y594,SAMPLE_104,587,594,843,850,395,18,1535,1140
SAMPLE_104_x779_y594,SAMPLE_104,779,594,1035,850,395,18,1535,1140
SAMPLE_104_x971_y594,SAMPLE_104,971,594,1227,850,395,18,1535,1140
SAMPLE_104_x1163_y594,SAMPLE_104,1163,594,1419,850,395,18,1535,1140
SAMPLE_104_x1279_y594,SAMPLE_104,1279,594,1535,850,395,18,1535,1140
SAMPLE_104_x395_y786,SAMPLE_104,395,786,651,1042,395,18,1535,1140
SAMPLE_104_x587_y786,SAMPLE_104,587,786,843,1042,395,18,1535,1140
SAMPLE_104_x779_y786,SAMPLE_104,779,786,1035,1042,395,18,1535,1140
SAMPLE_104_x971_y786,SAMPLE_104,971,786,1227,1042,395,18,1535,1140
SAMPLE_104_x1163_y786,SAMPLE_104,1163,786,1419,1042,395,18,1535,1140
SAMPLE_104_x1279_y786,SAMPLE_104,1279,786,1535,1042,395,18,1535,1140
SAMPLE_104_x395_y884,SAMPLE_104,395,884,651,1140,395,18,1535,1140
SAMPLE_104_x587_y884,SAMPLE_104,587,884,843,1140,395,18,1535,1140
SAMPLE_104_x779_y884,SAMPLE_104,779,884,1035,1140,395,18,1535,1140
SAMPLE_104_x971_y884,SAMPLE_104,971,884,1227,1140,395,18,1535,1140
SAMPLE_104_x1163_y884,SAMPLE_104,1163,884,1419,1140,395,18,1535,1140
SAMPLE_104_x1279_y884,SAMPLE_104,1279,884,1535,1140,395,18,1535,1140
SAMPLE_105_x386_y17,SAMPLE_105,386,17,642,273,386,17,1555,1133
SAMPLE_105_x578_y17,SAMPLE_105,578,17,834,273,386,17,1555,1133
SAMPLE_105_x770_y17,SAMPLE_105,770,17,1026,273,386,17,1555,1133
SAMPLE_105_x962_y17,SAMPLE_105,962,17,1218,273,386,17,1555,1133
SAMPLE_105_x1154_y17,SAMPLE_105,1154,17,1410,273,386,17,1555,1133
SAMPLE_105_x1299_y17,SAMPLE_105,1299,17,1555,273,386,17,1555,1133
SAMPLE_105_x386_y209,SAMPLE_105,386,209,642,465,386,17,1555,1133
SAMPLE_105_x578_y209,SAMPLE_105,578,209,834,465,386,17,1555,1133
SAMPLE_105_x770_y209,SAMPLE_105,770,209,1026,465,386,17,1555,1133
SAMPLE_105_x962_y209,SAMPLE_105,962,209,1218,465,386,17,1555,1133
SAMPLE_105_x1154_y209,SAMPLE_105,1154,209,1410,465,386,17,1555,1133
SAMPLE_105_x1299_y209,SAMPLE_105,1299,209,1555,465,386,17,1555,1133
SAMPLE_105_x386_y401,SAMPLE_105,386,401,642,657,386,17,1555,1133
SAMPLE_105_x578_y401,SAMPLE_105,578,401,834,657,386,17,1555,1133
SAMPLE_105_x770_y401,SAMPLE_105,770,401,1026,657,386,17,1555,1133
SAMPLE_105_x962_y401,SAMPLE_105,962,401,1218,657,386,17,1555,1133
SAMPLE_105_x1154_y401,SAMPLE_105,1154,401,1410,657,386,17,1555,1133
SAMPLE_105_x1299_y401,SAMPLE_105,1299,401,1555,657,386,17,1555,1133
SAMPLE_105_x386_y593,SAMPLE_105,386,593,642,849,386,17,1555,1133
SAMPLE_105_x578_y593,SAMPLE_105,578,593,834,849,386,17,1555,1133
SAMPLE_105_x770_y593,SAMPLE_105,770,593,1026,849,386,17,1555,1133
SAMPLE_105_x962_y593,SAMPLE_105,962,593,1218,849,386,17,1555,1133
SAMPLE_105_x1154_y593,SAMPLE_105,1154,593,1410,849,386,17,1555,1133
SAMPLE_105_x1299_y593,SAMPLE_105,1299,593,1555,849,386,17,1555,1133
SAMPLE_105_x386_y785,SAMPLE_105,386,785,642,1041,386,17,1555,1133
SAMPLE_105_x578_y785,SAMPLE_105,578,785,834,1041,386,17,1555,1133
SAMPLE_105_x770_y785,SAMPLE_105,770,785,1026,1041,386,17,1555,1133
SAMPLE_105_x962_y785,SAMPLE_105,962,785,1218,1041,386,17,1555,1133
SAMPLE_105_x1154_y785,SAMPLE_105,1154,785,1410,1041,386,17,1555,1133
SAMPLE_105_x1299_y785,SAMPLE_105,1299,785,1555,1041,386,17,1555,1133
